id,title,处方来源,别名,药物组成,功效,主治,用法用量,备注,处方来源书名,标准药物名称,symptom
41723,神圣散,《圣惠》卷四十。,神金散,麻黄半两（去根节），细辛半两，干蝎半两（1半微炒，1半生用），藿香半两。,,夹脑风，及洗头后伤风，头偏痛甚者；脑风，项背怯寒，脑户极冷，头痛不可忍，连眉骨项彻腮顶痛，并治妇人血气。,每服1钱，以薄荷酒或荆芥汤调下，不拘时候。,神金散（《病机沙篆》卷下）。本方干蝎，《医学纲目》作“干葛”。《普济方》引《十便良方》本方用法：每服二钱，煎荆芥、薄荷汤调下，或茶清、薄荷酒调下。,太平圣惠方,麻黄、细辛、桑蠹虫、藿香,感冒 极冷 头痛 妇人血气
41934,硼砂丸,《圣惠》卷四十九。,,硼砂、细桑条子。,补暖水脏，暖子宫，杀三虫。,痃癖冷癥块，及丈夫腰脚，妇人血气。,每服5丸，空心以暖酒送下。,本方方名，《普济方》引作“硇砂丸”。方中硼砂，《普济方》引作“硇砂”。,太平圣惠方,硼砂,结生瘕聚 癥块 妇人血气
42310,鹿茸丸,《圣惠》卷四十四。,,鹿茸1两（去毛，涂酥炙黄），天雄1两（炮裂，去皮脐），附子1两半（炮裂，去皮脐），杜仲1两（去粗皮，炙微黄，锉），安息香2两（用酒一大盏，熬成煎）。,,肾气衰虚，或中风湿，而伤于肾经，致腰痛经久不愈。,每服20丸，食前以温酒送下。,,太平圣惠方,鹿茸、天雄、附子、杜仲、安息香,寒湿 腰痛 久不愈
42319,猪蹄汤,《圣惠》卷四十四。,,猪蹄2枚，黄柏3分（锉），败酱3分，黄芩半两，黄连3斤（分），甘草1两（锉），营实根1两。,,阴疮，脓血不绝。,用浆水2升，煎至1升半，热用洗之。,,太平圣惠方,猪蹄、黄柏、败酱、黄芩、黄连、甘草、营实,阴蚀疮 脓血
42797,滑石散,《圣惠》卷五十八。,石韦汤、滑石石韦散,滑石2两，石韦1两（去毛），榆白皮1两（锉）。,,热淋，小便涩痛，妊娠小便频数，涩少疼痛。,每服3钱，以水1中盏，加葱白7寸，生姜半分，煎至6分，去滓，食前温服。,石韦汤（《圣济总录》卷一五六）、滑石石韦散（《鸡峰》卷十八）。,太平圣惠方,滑石、石韦、榆白皮,热淋 小便涩 妊娠 小便利数 疼痛
43248,白术散,《圣惠》卷五十四。,,白术1两，赤茯苓1两，桑根白皮1两半（锉），楮白皮1两半（锉），汉防己1两，泽漆茎叶（锉）2两半，射干1两，槟榔1两。,,石水，四肢瘦细，腹独肿大，状如怀娠，心中妨闷，食即气急。,每服3钱，以水、酒各半中盏，煎至6分，去滓温服，如人行10里再服。以疏利为度。,,太平圣惠方,白术、赤茯苓、桑根、白皮、防己、泽漆、射干、槟榔,妨闷 气急
43268,滑石散,《圣惠》卷五十五。,,滑石1两半，白矾1两（烧令汁尽）。,,女劳疸。身目俱黄，恶寒发热，小腹满急，小便艰难。,每服2钱，以大麦粥饮调下，不拘时候。小便出黄水为度。,,太平圣惠方,滑石、白矾,阴寒 遍身壮热 膨胀腹满
43405,麻黄饮,《圣济总录》卷八。,麻黄汤,麻黄（去根节，煎掠去洗，焙）3两，防风（去叉）2两，桂（去粗皮）2两，白术2两，人参2两，芎?2两，当归（焙）2两，甘草（炙，锉）2两，干姜（炮）2两，附子（炮裂，去皮脐）1两，杏仁（汤浸，去皮尖双仁，麸炒）30枚。,,中风，身如角弓反张，四肢不随，烦乱口噤；产后中风，腰背反折，强急疼痛。,每服5钱匕，以水1盏半，煎取1盏，去滓温服，不拘时候。,麻黄汤（原书卷一六二）。,圣济总录,麻黄、防风、白术、人参、川芎、当归、甘草、干姜、附子、杏仁,中风 身如角弓反张 四肢拘挛 烦乱 口急 产后 中风 腰背反折 疼痛
43415,枸杞浸酒,《圣济总录》卷八。,枸杞防风酒,枸杞子半升，晚蚕沙（炒）半升，恶实（炒）1升，苍耳子（炒）1升，防风（去叉）2升，大麻子（炒）2升，茄子根2斤（洗令净，细切，蒸1复时，须是9月9日采），牛膝（酒浸，细切）1斤，恶实根（切，炒）1斤，桔梗（锉，炒）2两，羌活（去芦头，锉）2两，秦艽（去苗土，焙）2两，石菖蒲（9节者，锉）2两。,悦泽颜色，滋润皮肤，退风，益气强力。,中风，身如角弓反张，及妇人一切血风，上攻下注。,每服1盏，空心、食前、临卧温服。常令有酒容。,,圣济总录,枸杞子、蚕沙、牛蒡子、苍耳子、防风、蓖麻子、茄子、牛膝、牛蒡根、桔梗、羌活、秦艽、水菖蒲,中风 身如角弓反张 血风劳 上攻
43441,生地黄煎,《圣济总录》卷八。,,生地黄5斤（捣，研，绞取汁令净），黑豆1升（以水3升，煎至1升，绞去豆），大甜石榴3颗（去蒂萼和子皮，同捣研，取汁），晚蚕沙（炒）2两，海桐皮（炙，锉）3两，肉桂（去粗皮）2两，山芋2两。,,中风，手足不随，或拘挛屈伸不得，口眼?斜，偏风疼痛，或（疒帬）痹沉重，病在筋骨；兼治妇人产后风血恶疾。,每日空腹以无灰酒1盏调煎半匙头，搅和服之，如疾甚者，加至1匙头，每日3服。,,圣济总录,鲜地黄、黑大豆、甜石榴、蚕沙、海桐皮、肉桂、番薯,中风 手足不遂 拘挛 疼痛 产后 血风劳
43490,贯众汤,《圣济总录》卷八十。,,贯众半两，黄连（去须）半两。,,水气肿满，气息喘息，小便不利；并男子、女人虚积，及遍身黄肿，服白丸子第2日觉口气者。,每用1钱匕，水1盏，煎3两沸，加龙脑少许，温温漱之。白粥养百日。,,圣济总录,贯众、黄连,肿满 喘促 大小便不通 遍身洪肿
43499,白丸子,《圣济总录》卷八十。,,腻粉半两，粉霜4钱匕，滑石末4钱匕，硇砂3钱匕，寒水石（火煅过，为末）3钱匕，白丁香（直者，为末）3钱匕。,,水气肿满，气息喘急，小便不利，并男子女人虚积，及遍身黄肿。,每服第1日3丸，第2日4丸，第3日5丸，第4日6丸，食前煎生姜水送下，日3次。服后以小便无数，取下水为度；服4日，病未下，更加1日。如服药第2日，觉口气时，便用贯众汤漱之。,,圣济总录,轻粉、粉霜、滑石、硇砂、寒水石、白丁香,肿满 喘促 大小便不通 遍身洪肿
43660,鳖甲汤,《圣济总录》卷八十九。,,鳖甲（去裙襕，酥炙）1两，柴胡（去苗）1两，附子（炮裂，去皮脐）1两，白茯苓（去黑皮）1两，芍药1两，沉香半两，黄耆半两，桔梗半两，人参半两，芎?半两，桂（去粗皮）半两，木香半两，黄芩（去黑心）半两，五味子半两，半夏（汤洗7遍，去滑，焙）半两，防风（去叉）半两，枳壳（去瓤，麸炒）半两，当归（切，焙）半两，麻黄（去根节，汤煮掠去沫，焙）半两，羌活（去芦头）半两，秦艽（去苗土）半两，槟榔1个，甘草（炙）1两半（锉），陈橘皮（汤浸，去白，焙）1分。,,男子。妇人五劳七伤。四肢无力，手足疼痛，饮食无味。,每服3钱匕，水1盏，加生姜2片，大枣1个（劈破），同煎至7分，去滓温服。,,圣济总录,鳖甲、柴胡、附子、茯苓、红药子、沉香、黄芪、桔梗、人参、川芎、木香、黄芩、五味子、半夏、防风、枳壳、当归、麻黄、羌活、秦艽、槟榔、甘草、陈皮,五劳 肢节无力 手足疼痛 饮食不下
43709,大补益摩膏,《圣济总录》卷八十九。,,木香1两，丁香1两，零陵香1两，附子（炮裂）1两，沉香1两，吴茱萸1两，干姜（炮）1两，舶上硫黄（研）1两，桂（去粗皮）1两，白矾（烧灰，研）1两，麝香（研）1分，腻粉（研）1分。,,五劳七伤，腰膝疼痛，鬓发早白，面色萎黄，水脏久冷，疝气下坠，耳聋眼暗，痔漏肠风；女人子脏久冷，头鬓疏薄，面生皯黯，风劳血气，产后诸疾，赤白带下。,每先取生姜自然汁1合煎沸，投水1盏，药1丸同煎，良久化破，以指研之，就温室中蘸药摩腰上，药尽力度。仍加绵裹肚，系之，有顷腰上如火。久用之，血脉舒畅，容颜悦泽。,,圣济总录,木香、丁香、灵香草、附子、沉香、吴茱萸、干姜、硫黄、白矾、麝香、轻粉,五劳 腰腿疼痛 面色黄青 久冷 疝气 耳聋 痔漏 肠风 血气风劳 产前后诸疾 赤白带下
43725,猪肝丸,《圣济总录》卷八十六。,,猪肝1具（去膜，切，以米醋2斗煮令极烂），柴胡（去苗）2两，泽泻2两，槟榔（锉）2两，附子（炮裂，去皮脐）2两，熟干地黄（焙）2两，当归（炙，锉）2两，蜀椒（去目及闭口者，炒出汗）1两，桃仁（去皮尖双仁，炒令黄，研）1两，蒺藜子（炒去角）1两，牛膝（酒浸，切，焙）1两，木香1两，秦艽（去苗土）1两，桂（去粗皮）1两，芜荑仁（炒）1两，干姜（炮）1两，黄连（去须，炒）1两。,,肾虚劳气，腰胯疼痛，脚膝无力，耳中虚鸣，夜多小便，饮食减少：女人血劳，面色萎黄，心腹刺痛，经脉不利。,每服40丸，空心温酒送下。,,圣济总录,猪肝、柴胡、泽泻、槟榔、附子、干地黄、当归、蜀椒、桃仁、刺蒺藜、牛膝、木香、秦艽、芜荑、干姜、黄连,肾虚 腰胯疼痛 腰腿无力 虚鸣 小便利数 饮食不下 血风劳 面色黄青 腹刺痛 月经不通
43781,漏芦丸,《圣济总录》卷八十七。,,漏芦（去芦头）1两，艾叶（去梗，炒）4两。,,冷劳泄痢，及妇人产后带下诸疾。,每服30丸，食前用温米饮送下。,,圣济总录,漏芦、艾叶,冷劳 痢不止 产后 带下
43785,蛤蚧丸,《圣济总录》卷八十七。,,蛤蚧（去鳞，酥炙）1对，桂（去粗皮）1两，木香1两，五灵脂1两，乌梅（去核）20枚，甘草（炙，锉）1分。,,风虚劳气，肢体无力，吃食减少，心胸不利，咳嗽涎唾；兼妇人血气风劳，不思饮食。,每服20丸，盐汤送下，妇人醋汤送下，1日3次。,,圣济总录,蛤蚧、木香、五灵脂、乌梅、甘草,血气风劳 无力 饮食不下 心胸不利 咳嗽 血气风劳 饮食不下
43795,麻黄汤,《圣济总录》卷八十七。,,麻黄（去根节）半斤，甘草（锉）1两，杏仁（汤去皮尖双仁）1两，蛤粉1两半（青色者为上，如无青色者，白亦得）。,,急热劳；产后血风，搐却腰脚者。,每服以水3盏，同于银石器内煎熬成膏，绞汁1盏，临卧温服。睡至二更汗出，次日无力，可思饮食为效。,,圣济总录,麻黄、甘草、杏仁、蛤蜊粉,产后 血风劳
43803,柴胡汤,《圣济总录》卷八十七。,,柴胡（去苗）1两半，当归（切，焙）1两半，麦门冬（去心，焙）1两半，半夏（汤洗去滑，焙）1两半，人参1两，白茯苓（去黑皮）1两，防风（去叉）1两，细辛（去苗叶）1两，厚朴（去粗皮，生姜汁炙，锉）1两，陈橘皮（去白，炒）1两，甘草（炙，锉）1两，杏仁（去皮尖双仁，炒）1两，大腹（锉）1两，黄耆（锉）2两。,,男子妇人急劳。咳嗽上气，饮食减少，痰涎壅盛，手足痠痛，唇口干燥，心虚惊悸，气乏羸劣。,每服5钱匕，水1盏半，加生姜5片，同煎至7分，去滓温服，不拘时候。,,圣济总录,柴胡、当归、麦冬、半夏、人参、茯苓、防风、细辛、厚朴、陈皮、甘草、杏仁、槟榔、黄芪,咳嗽 上气 饮食不下 痰饮 壅盛 痠痛 口干 心神惊悸 气短促
43813,牵牛子散,《圣济总录》卷八十七。,,牵牛子（半生半炒）3两，白术1两，枳壳（去瓤，麸炒）1两，桑根白皮（炙，锉）1两，陈橘皮（汤浸，去白，焙）1两，木通（锉，炒）1两，独活（去芦头）1两，人参半两，赤茯苓（去黑皮）1两。,,风劳冷气，骨热羸瘦；及妇人产后诸疾，血气冲心，脚手麻痹。,每服3钱匕，空腹温酒调下，1日3次。,,圣济总录,牵牛子、白术、枳壳、桑根、陈皮、木通、独活、人参、赤茯苓,血气风劳 冷气 骨蒸潮热 渐渐羸瘦 产前后诸疾 血气冲心
43818,虎杖饮,《圣济总录》卷八十七。,,虎杖1两半，柴胡（去苗）1两半，五味子（炒）1两半，熟干地黄（焙）1两半，白茯苓（去黑皮）1两半，陈橘皮（去白，焙）1两半，麦门冬（去心，焙）1两半，黄芩（去黑心）1两半，甘草（炙，锉）1两半，人参1两，桂（去粗皮）2两，黄耆（锉）2两，芍药2两，当归（切，焙）2两。,,男子、妇人冷劳。身体羸瘦，食不化，心腹痞满，呕吐吞酸，面色萎黄，甚则心腹常痛，大肠泄痢，手足逆冷，骨节痠痛。,每服5钱匕，水1盏半，加生姜7片，大枣3枚（劈），同煎至8分，去滓温服，不拘时候。,,圣济总录,虎杖、柴胡、五味子、干地黄、茯苓、陈皮、麦冬、黄芩、甘草、人参、黄芪、红药子、当归,冷劳 肌体羸瘦 干呕 吞酸 面色黄青 痢不止 手足厥寒 百骨节痠痛
43828,牛黄丸,《圣济总录》卷八十七。,,牛黄1两，麝香（研）1两，人参1两，沉香（锉）1两，丁香1两，胡黄连2两，前胡（去芦头）2两，木香1两，生犀角（镑）1两，枳壳（去瓤，麸炒）1两半。,,男子妇人热劳留连，羸瘦。,每服20丸，米饮送下，不拘时候。,,圣济总录,牛黄、麝香、人参、沉香、丁香、胡黄连、前胡、木香、犀角、枳壳,渐渐羸瘦
43924,桑白皮汤,《圣济总录》卷八十四。,,桑根白皮（锉）1两，紫苏茎叶1两，木通（锉）1两，青橘皮（去白）1两，荆芥穗半两，羌活（去芦头）半两，茴香子根（锉）半两，干木瓜半两，独活半两，枳壳（麸炒，去瓤）2两，大腹（大者，并子用）20枚。,,男子妇人风毒脚气，及遍身拘急刺痛，大小便赤涩，不思饮食，呕逆或寒热。,每服3钱匕，水1盏，生姜1枣大（切），葱白2寸（并根），煎至7分，去滓。空心、日午、夜卧各1服。,,圣济总录,桑根、紫苏叶、木通、青皮、荆芥、羌活、茴香根、木瓜、独活、枳壳、槟榔,风湿脚气 小便短赤 饮食不下 干呕 寒热
44065,太清四扇丹,《圣济总录》卷二○○。,通神保明丹,丹砂4两（碎如麻豆，上巳日采桃花20两，真蜜1斤，同入银器中，重汤煮至5月朔日，以新井水淘涤净，取砂研之），麒麟竭4两（选真者，5月2日入丹砂中研），没药4两（透明者，5月3日入丹砂研），麝香4两（全，以当门子5月4日入丹砂同研）。,补心导血，驻颜益气，调和百脉，安心辟邪，尤辟时疫。,一切恶气，痁疟；兼治妇人血气冲心疼痛。,每以沉香温水2合，嚼下1丸或半丸。若疫岁，即全家斋洁，旦起面东，以井花水各人嚼下1丸，断不染疫。丈夫生姜酒下；妇人炒姜醋汤下。痁疟，腊茶下1丸或华丸，量疾大小服。,,圣济总录,朱砂、血竭、没药、麝香,疟 妇人血气 冲心疼痛
44161,葱豉汤,《圣济总录》卷二十二。,,葱白2茎（细切），豉1合，蜀椒49粒（去目并闭口，炒出汗）。,,疫疠病始得之，头疼壮热。妊娠七月，伤寒壮热，赤斑变为黑斑，溺血。,以水3盏，煎至2盏，去滓，顿热服。汗出愈，未愈更煎服。,,圣济总录,葱白、蜀椒,头痛 壮热 妊娠 伤寒 斑 血溺
44199,白术汤,《圣济总录》卷二十二。,,白术2两，石膏2两，干姜（炮）半两，五味子（炒）1两，甘草（炙，锉）1两，人参1两，芎藭1两，麻黄（去根节，煎，掠去沫，焙）1两。,,中风伤寒，初受病1日至3日，头痛肢体疼，烦躁，恶风，身热憎寒；妊娠伤寒。,每服3钱匕，水1盏，加生姜3片，大枣2个，同煎至7分，去滓稍热服。,,圣济总录,白术、石膏、干姜、五味子、甘草、人参、川芎、麻黄,中风 伤寒 头痛 四肢烦疼 烦躁 恶风 遍身壮热 畏寒 妊娠 伤寒
