主治,功能团
"['产后', '疼痛', '不止', '恶露不下', '腹内']",[]
"['产后', '血晕']","[['产后', '血晕']]"
"['产后心腹气痛', '闷绝不语']",[]
"['喘促', '心腹胀', '面色发红', '闷绝', '产后血运', '倒错不识人', '手足疼痛']",[]
['产后崩中下血'],[]
"['肚腹痛', '产后恶露不尽']",[]
"['产后', '四肢烦疼', '产后气短', '头目痛', '寒热如疟状']",[]
"['产后', '心腹疼痛', '恶露未尽', '两胁胀痛']","[['产后', '恶露未尽']]"
"['产后', '烦愦', '心腹疼痛', '恶露不下']",[]
"['产后', '血晕', '恶露不下', '闷绝']","[['产后', '血晕']]"
"['产后', '烦愦', '血晕', '腹胁刺痛']","[['产后', '血晕']]"
['产后心腹气痛'],[]
"['肚腹痛', '产后滞血']",[]
"['产后', '血晕']","[['产后', '血晕']]"
"['心腹疼痛', '产后败血攻刺']",[]
"['产后', '血晕']","[['产后', '血晕']]"
"['产后', '疼痛', '血晕', '下恶血不止']","[['产后', '血晕']]"
"['气短促', '产后恶露不尽', '烦乱', '心胃气痛']",[]
"['产后滞血', '面目青黑', '手足清冷', '冲心疼痛']",[]
['产后心腹气痛'],[]
"['产后', '干呕', '肚腹痛', '眩晕', '恶露未尽', '血晕']","[['产后', '血晕'], ['干呕', '肚腹痛'], ['干呕', '眩晕'], ['产后', '恶露未尽'], ['产后', '肚腹痛'], ['恶露未尽', '血晕'], ['产后', '干呕'], ['产后', '恶露未尽', '血晕'], ['产后', '干呕', '肚腹痛']]"
"['言语謇涩', '癫痫', '脏腑虚损', '产后心腹气痛', '悸动', '悸动', '血闷冲心', '气不足', '啼笑']",[]
"['产后', '恶露未尽', '腹内痛']","[['产后', '恶露未尽']]"
"['产后', '腹内', '恶血内攻']",[]
"['饮食不下', '遍身壮热', '寒热', '头痛', '大小便不通', '心腹胀满', '不睡', '饮食过度', '腹内不调', '哺食减少', '气息不快']","[['遍身壮热', '头痛'], ['寒热', '头痛'], ['饮食不下', '寒热'], ['哺食减少', '气息不快']]"
"['小儿胎寒', '躽啼']","[['小儿胎寒', '躽啼']]"
"['饮食不下', '胀满', '小儿胎寒虚', '发痫', '大便色黑']",[]
"['产后', '饮食不下', '虚羸', '血气风劳']","[['产后', '饮食不下']]"
"['心腹多痛', '四肢逆冷', '小儿胎寒', '面色苍白', '大便色黑', '盘肠内瘹']","[['小儿胎寒', '大便色黑'], ['小儿胎寒', '盘肠内瘹']]"
"['四肢急掣', '外感', '气不足', '手拳不展']",[]
"['涩', '胎风', '发歇', '视物泪出']",[]
['小儿眼胎赤'],[]
['小儿眼胎赤'],[]
"['肿痛', '上焦', '壅热', '小儿眼胎赤']",[]
['翳膜'],[]
['小儿眼胎赤'],[]
"['久不愈', '小儿眼胎赤']",[]
"['热毒', '肿痛', '小儿眼胎赤']",[]
"['胎热', '小儿疳', '头发作穗', '腮虚肿', '头皮光急', '鬓有疮痍']","[['头皮光急', '鬓有疮痍'], ['腮虚肿', '鬓有疮痍'], ['腮虚肿', '头皮光急'], ['腮虚肿', '头皮光急', '鬓有疮痍']]"
"['四肢急掣', '口眼歪斜', '小儿中风']",[]
"['心神惊悸', '不睡', '胎风', '发歇', '手足搐搦']",[]
"['胎风', '惊风搐搦']",[]
"['面目青黑', '身如角弓反张', '发痫', '身凉', '胎中带风']",[]
"['遍身壮热', '小儿惊痫', '胎风', '邪气', '搐搦', '涎聚上壅']","[['胎风', '搐搦']]"
"['心热', '惊风', '胎风']","[['惊风', '胎风']]"
"['胎风', '惊热']","[['胎风', '惊热']]"
"['口干', '心神多躁', '胎风', '搐搦', '惊热']","[['胎风', '惊热'], ['胎风', '搐搦'], ['口干', '心神多躁']]"
"['胎风', '身体拘急', '发作抽掣', '眼目反张']","[['发作抽掣', '眼目反张']]"
"['遍身壮热', '胎风', '手足挛急']",[]
"['胎风', '手足挛急', '惊热']","[['胎风', '惊热']]"
"['心神惊悸', '壮热', '胎风', '搐搦']","[['胎风', '搐搦']]"
"['饮食不下', '血气冲心痛', '四肢逆冷', '产后心腹气痛']",[]
"['渐渐羸瘦', '四肢烦疼', '产后气虚', '夜寐不安']","[['渐渐羸瘦', '四肢烦疼']]"
"['产后', '饮食不下', '虚羸', '短气']","[['产后', '饮食不下']]"
"['产后', '疼痛', '腹中有余血']",[]
"['腹中疼痛', '产后败血攻刺']",[]
"['产后', '饮食不下', '虚羸', '瘦弱']","[['产后', '饮食不下']]"
"['产后', '虚羸', '余疾']",[]
"['产后', '心腹多痛']",[]
"['腹中疼痛', '产后气虚']",[]
"['产后', '不乳出', '上焦', '壅热']",[]
"['腹中疼痛', '产后恶露不尽', '结聚']",[]
"['产后', '饮食不下', '肢节无力', '虚羸']","[['饮食不下', '肢节无力'], ['产后', '饮食不下']]"
"['产后', '肚腹痛', '虚羸']","[['产后', '肚腹痛']]"
"['饮食不下', '肌体羸瘦', '产后百损', '多倦']","[['饮食不下', '肌体羸瘦']]"
"['饮食不下', '渐渐羸瘦', '四肢烦疼', '产后气虚']","[['饮食不下', '渐渐羸瘦'], ['渐渐羸瘦', '四肢烦疼']]"
"['饮食不下', '肌体羸瘦', '多倦', '产后气虚']","[['饮食不下', '肌体羸瘦']]"
"['饮食不下', '头目眩晕', '产后百损']","[['饮食不下', '头目眩晕']]"
"['产后', '饮食不下', '多睡', '多睡', '虚羸', '精神昏闷']","[['产后', '饮食不下']]"
"['产后', '腹中有余血']",[]
"['产后', '饮食不下', '腹中疼痛', '胁肋胀满']","[['产后', '饮食不下']]"
"['产后滞血', '上冲心腹']",[]
"['产后', '心腹疼痛', '恶露未尽']","[['产后', '恶露未尽']]"
"['不止', '腹中疼痛', '产后儿枕']",[]
['产后心腹气痛'],[]
['不乳出'],[]
"['饮食不下', '肌体羸瘦', '产后气虚', '不睡', '心神烦热']","[['饮食不下', '肌体羸瘦']]"
"['饮食不下', '四肢烦疼', '产后气虚', '心神烦热']",[]
"['产后', '烦愦', '气壅', '胁满']",[]
"['产后', '饮食不下', '胁满', '胸腹妨闷']","[['产后', '饮食不下']]"
"['产后', '冷气', '胀痛', '两肋下及心腹胀满']",[]
['产后心腹气痛'],[]
"['产后', '头痛', '口干', '产后气短', '心神烦热', '身体或寒或热']","[['产后', '头痛']]"
"['产后', '心腹多痛', '气力疲乏']",[]
"['饮食不下', '血风劳', '产后百损', '肢节无力', '面色黄青', '腹内冷疼']","[['肢节无力', '面色黄青'], ['饮食不下', '肢节无力']]"
"['产后', '疼痛']",[]
"['头痛', '口干', '大小便不通', '大便结燥', '壮热', '烦渴', '汗出']","[['头痛', '壮热']]"
"['乳悬', '欲结成痈', '肿痛此热']","[['欲结成痈', '肿痛此热']]"
"['产后', '饮食不下', '胁满', '胸腹妨闷']","[['产后', '饮食不下']]"
"['饮食不下', '身疼', '肢节无力', '烦热', '产后气虚']","[['饮食不下', '肢节无力']]"
"['疼痛', '产后恶露不尽']",[]
"['遍身壮热', '疼痛', '结生瘕聚', '乳痈']","[['疼痛', '结生瘕聚']]"
"['饮食不下', '痰饮', '产后气血不足']",[]
"['心腹疼痛', '产后儿枕']",[]
"['产后百损', '血气冲心痛', '冷气', '上攻']",[]
"['腹中疼痛', '产后滞血']",[]
"['产后', '多倦', '虚羸', '短气']",[]
"['产后心腹气痛', '闷绝疼痛']",[]
['产后'],[]
['产后百损'],[]
"['饮食不下', '渐渐羸瘦', '面色黄青', '产后气虚', '腰腿无力', '腹内冷气']","[['饮食不下', '渐渐羸瘦'], ['渐渐羸瘦', '面色黄青']]"
"['产后', '饮食不下', '月经不调', '肌体羸瘦', '多倦', '面色黄青', '心神惊悸', '多睡', '虚羸', '有汗', '少力']","[['多倦', '多睡'], ['多倦', '少力'], ['肌体羸瘦', '面色黄青'], ['产后', '饮食不下'], ['月经不调', '肌体羸瘦'], ['饮食不下', '月经不调'], ['饮食不下', '肌体羸瘦'], ['饮食不下', '月经不调', '肌体羸瘦']]"
"['产后', '腹中疼痛', '喘促', '多倦', '无力', '虚羸', '汗出']",[]
"['疼痛', '胀满', '产后血气攻胁肋']",[]
"['喘促', '腹刺痛', '产后滞血', '胀满']",[]
"['产后败血攻刺', '冲心疼痛']",[]
"['饮食不下', '四肢烦疼', '产后气虚']",[]
['产后儿枕'],[]
"['饮食不下', '渐渐羸瘦', '产后百损', '卧起不安', '远视无力']","[['饮食不下', '渐渐羸瘦']]"
"['产后', '饮食不下', '心腹疼痛', '冷气', '四肢拘挛']","[['产后', '饮食不下']]"
"['饮食不下', '寒热', '心腹疼痛', '肢节无力', '虚羸', '产后气短', '发歇']","[['饮食不下', '肢节无力'], ['饮食不下', '寒热'], ['虚羸', '产后气短']]"
"['产后', '饮食不下', '肢节无力', '胁满']","[['饮食不下', '肢节无力'], ['产后', '饮食不下']]"
"['饮食不下', '寒热', '肌体羸瘦', '产后气虚', '发歇', '血脉虚弱']","[['寒热', '肌体羸瘦'], ['饮食不下', '寒热'], ['饮食不下', '肌体羸瘦'], ['饮食不下', '寒热', '肌体羸瘦']]"
"['饮食不下', '肌体羸瘦', '多倦', '产后气虚']","[['饮食不下', '肌体羸瘦']]"
"['产后', '不乳出', '气血虚']",[]
"['产后', '饮食不下', '肢节无力', '冷气', '七情内伤', '少腹中部亦痛']","[['饮食不下', '肢节无力'], ['产后', '饮食不下']]"
"['产后', '心下不利']",[]
"['饮食不下', '四肢烦疼', '产后气虚', '心腹攻刺作疼']",[]
"['产后', '腹中疼痛', '两肋胀满']",[]
"['产后', '饮食不下', '寒热', '肌体羸瘦', '虚羸', '夜寐不安', '心神烦热']","[['寒热', '肌体羸瘦'], ['产后', '饮食不下'], ['饮食不下', '寒热'], ['产后', '寒热'], ['饮食不下', '肌体羸瘦'], ['饮食不下', '寒热', '肌体羸瘦'], ['产后', '饮食不下', '寒热']]"
"['产后', '饮食不下', '气短促', '虚羸']","[['产后', '饮食不下']]"
"['产后', '饮食不下', '渐渐羸瘦', '肢节无力', '产后气虚', '伤损经络']","[['产后气虚', '伤损经络'], ['饮食不下', '渐渐羸瘦'], ['饮食不下', '肢节无力'], ['产后', '饮食不下']]"
"['产后', '饮食不下', '肢节无力', '虚羸', '脾胃虚弱', '小腹满闷']","[['饮食不下', '肢节无力'], ['产后', '饮食不下']]"
"['痢不止', '腹中疼痛', '冷劳', '劳后带下']",[]
"['产后', '心神多躁']",[]
"['血风劳', '瘙痒', '搔痒', '四肢作痛', '皮肤瘾疹', '随搔生疮']",[]
"['肌体羸瘦', '妇人血气', '卒中', '急风']",[]
"['血风劳', '身疼', '背项强直', '上焦', '脚膝虚肿']","[['血风劳', '身疼']]"
"['不育', '手足不遂', '血气风劳', '多忘', '皮肤顽麻']",[]
"['饮食不下', '月经不通', '赤白带下', '咳嗽', '痢不止', '眩晕', '结生瘕聚', '盗汗', '小便利数', '多睡', '血气冲心痛', '冷气', '疝气', '心腹胀满', '食积', '腰腿疼痛', '眼目昏花', '上气', '少腹苦痛', '少力', '积冷', '痔疮', '多忘', '心虚', '冷痹', '蛔虫', '阴汗', '两胁气急', '气冲胸背', '吐水呕逆', '气块积聚']","[['饮食不下', '月经不通'], ['月经不通', '结生瘕聚'], ['赤白带下', '痢不止'], ['眩晕', '眼目昏花']]"
"['妇人血气', '心腹胀满', '脐胁疼痛']",[]
['积冷'],[]
"['饮食不下', '小儿胎寒虚', '大便色黑']",[]
"['肚腹痛', '小儿胎寒', '大便色黑']","[['小儿胎寒', '大便色黑']]"
"['恍惚', '癫痫', '忧恚', '胎中带风', '虚悸']",[]
"['腹刺痛', '赤白泻痢']",[]
"['脐腹冷痛', '不下食', '赤白泻痢']",[]
"['妊娠', '饮食不下', '心神多躁', '壅热']","[['妊娠', '饮食不下']]"
"['妊娠', '动胎']","[['妊娠', '动胎']]"
"['饮食不下', '肚腹痛', '腰腿痠疼', '赤白泻痢']",[]
"['饮食不下', '产后百损']",[]
"['带下', '眩晕', '渐渐羸瘦', '小便利数', '耳内虚鸣', '淋沥不断', '眼目昏花', '耳聋', '小便淋露不止', '腰膝酸痛或冷痛', '视物不明', '肾气不足', '早泄']","[['小便利数', '耳内虚鸣'], ['带下', '眩晕'], ['眩晕', '眼目昏花'], ['眩晕', '耳内虚鸣']]"
"['妊娠', '头痛', '伤寒']","[['妊娠', '伤寒'], ['头痛', '伤寒'], ['妊娠', '头痛'], ['妊娠', '头痛', '伤寒']]"
"['产后百损', '乳汁不足']",[]
"['寒热', '产后气短']",[]
"['不乳出', '闭闷妨痛']",[]
"['饮食不下', '肚腹痛', '月经不调', '产后百损', '血晕', '心神烦热', '昏愦']","[['饮食不下', '月经不调'], ['肚腹痛', '月经不调']]"
"['产后', '元气虚惫', '渐渐羸瘦', '虚羸']",[]
['妊娠'],[]
"['饮食不下', '干呕', '眩晕', '阴寒', '四肢烦疼', '精神不守', '多睡', '多睡', '汗出', '不下食', '赤眼肿痛', '心中愦闷']","[['干呕', '眩晕'], ['饮食不下', '干呕']]"
"['寒热', '咳嗽', '渐渐羸瘦', '死胎', '胎漏', '骨蒸潮热', '咳血']","[['寒热', '咳嗽']]"
"['产后', '中风', '汗出', '腹中积血']","[['产后', '中风']]"
"['动胎', '寒邪', '腰脚疼', '湿痹']",[]
"['带下', '疝气', '阴汗', '发乳', '恶疮癣', '野鸡痔']","[['恶疮癣', '野鸡痔']]"
"['冷气', '血冷']",[]
"['积冷', '气块']",[]
['心腹多痛'],[]
"['赤白带下', '疮疥', '血气冲心痛', '惊悸', '癫痫', '消渴', '鬼疰', '阴黄']","[['鬼疰', '阴黄']]"
"['月经过多', '妇人血气', '冷气', '赤白痢', '肠风']","[['妇人血气', '冷气'], ['月经过多', '肠风']]"
"['饮食不下', '痢不止', '腹中疼痛', '肠风', '积冷', '颜色萎黄']",[]
"['产后', '中风', '头目眩晕', '渐渐羸瘦', '五劳', '心神惊悸', '小儿惊痫', '足痿无力']","[['产后', '中风']]"
['妇人血气'],[]
['女人风冷'],[]
"['妇人血气', '肠风', '泻血', '女人风冷']",[]
"['腹中疼痛', '妇人血气', '虚冷']",[]
"['结生瘕聚', '久冷', '气膈', '反胃', '妇人血气冷劳']",[]
"['干呕', '赤白带下', '月经过多', '结生瘕聚', '妇人血气', '肠风', '反胃', '吐清水', '气痢', '癥瘕结块']","[['结生瘕聚', '妇人血气'], ['月经过多', '肠风']]"
"['搔痒', '浑身疮癣']",[]
"['大便结燥', '脚弱', '心下急', '顽痹肿满']",[]
"['血风劳', '心神惊悸', '烦躁', '气壅']",[]
"['血风劳', '心神惊悸', '烦热', '恍惚', '气壅', '头目痛']","[['心神惊悸', '恍惚']]"
"['中风', '言语謇涩', '四肢拘挛', '痰涎不利']","[['中风', '言语謇涩']]"
"['疼痛', '血风劳']","[['疼痛', '血风劳']]"
"['饮食不下', '头痛', '血风劳', '四肢烦疼', '心神惊悸', '夜寐不安']",[]
"['饮食不下', '血风劳', '心神多躁', '烦愦', '四肢烦疼']",[]
"['饮食不下', '头目眩晕', '言语謇涩', '痰饮', '头目痛']","[['饮食不下', '头目眩晕']]"
"['中风', '无力', '偏枯', '顽痹', '手足偏枯']",[]
"['血风劳', '走疰疼痛']",[]
"['中风', '口急', '血闷冲心']","[['中风', '口急']]"
"['心神多躁', '头面肿满', '皮肤瘙痒', '搔痒', '生瘾疹', '搔之作疮']",[]
"['妇人血气', '心神惊悸', '恍惚', '不乐', '失常', '多悲']","[['心神惊悸', '恍惚']]"
"['血风劳', '烦愦', '夜寐不安', '心神恍惚']",[]
"['血风劳', '心神多躁', '卧起不安']",[]
"['饮食不下', '风湿脚气', '脚重虚肿', '腹内壅塞', '疾恶']","[['腹内壅塞', '疾恶']]"
"['中风', '脊急反张']",[]
"['疼痛', '血风劳', '发歇']","[['疼痛', '血风劳']]"
"['血风劳', '身疼']","[['血风劳', '身疼']]"
"['中风', '心神多躁', '口眼歪斜', '身体拘急', '舌瘖不语']",[]
"['中风', '痰饮', '身如角弓反张']","[['中风', '身如角弓反张']]"
"['血风劳', '遍身瘙痒', '皮肤干燥', '欲成疮']",[]
"['中风', '心神多躁', '言语謇涩', '四肢急掣', '身如角弓反张']","[['中风', '四肢急掣'], ['中风', '身如角弓反张'], ['中风', '言语謇涩'], ['言语謇涩', '四肢急掣'], ['中风', '言语謇涩', '四肢急掣']]"
"['血风劳', '心神多躁', '身疼', '足痿无力']","[['血风劳', '身疼']]"
"['饮食不下', '头目眩晕', '痰气', '心膈满闷']","[['饮食不下', '头目眩晕']]"
"['言语謇涩', '风邪', '癫痫', '倒错不识人']",[]
"['头目眩晕', '血风劳', '心烦闷']","[['头目眩晕', '血风劳']]"
"['惊悸', '风邪', '心神恍惚']","[['惊悸', '风邪']]"
"['血风劳', '心神多躁', '上攻']","[['血风劳', '上攻']]"
"['喘促', '风湿脚气', '头面肿满', '心闷', '便利常涩', '小腹顽痹', '两脚不仁']","[['便利常涩', '两脚不仁'], ['便利常涩', '小腹顽痹'], ['小腹顽痹', '两脚不仁'], ['便利常涩', '小腹顽痹', '两脚不仁']]"
"['饮食不下', '干呕', '头目眩晕', '风痰']","[['饮食不下', '头目眩晕'], ['饮食不下', '干呕']]"
"['喘促', '大小便不通', '四肢肿', '头面肿满', '水病']","[['喘促', '大小便不通'], ['四肢肿', '头面肿满'], ['喘促', '四肢肿']]"
"['饮食不下', '血风劳', '惊悸', '多忘']",[]
"['搔痒', '遍身生隐疹']",[]
"['发歇', '搔痒', '搔痒', '遍身生隐疹', '状若虫行']",[]
"['血风劳', '皮肤瘙痒', '心胸噎闷']",[]
"['言语謇涩', '风邪', '癫痫', '心神不宁', '如见鬼神']",[]
"['不止', '血风劳', '身疼']","[['血风劳', '身疼']]"
"['胸中胀满', '风湿脚气', '小便涩', '气急', '不得安卧', '脚重虚肿']",[]
"['中风', '口急', '倒错不识人', '咽中气塞壅闷']","[['中风', '口急']]"
"['中风', '偏枯', '手足挛急', '顽痹不遂']",[]
"['不止', '血风劳', '遍身瘙痒']",[]
"['血风劳', '身疼', '腰腿无力']","[['血风劳', '身疼']]"
"['血风劳', '惊悸']",[]
"['饮食不下', '头痛', '恍惚', '不睡', '心神烦热']",[]
"['中风', '言语謇涩', '肢节无力', '偏枯']","[['中风', '言语謇涩']]"
"['干呕', '头痛', '身疼', '情思昏闷']","[['头痛', '身疼'], ['干呕', '头痛']]"
"['中风', '言语謇涩', '四肢急掣', '腰背反张']","[['中风', '四肢急掣'], ['中风', '言语謇涩'], ['言语謇涩', '四肢急掣'], ['中风', '言语謇涩', '四肢急掣']]"
"['身疼', '言语謇涩', '四肢急掣', '手足不遂', '风痹']","[['手足不遂', '风痹'], ['身疼', '四肢急掣'], ['言语謇涩', '四肢急掣']]"
