症状,亲友团
运闷,"['产后', '动胎', '疼痛', '干呕', '寒热', '不止', '恶露不下', '毒气冲心', '产后崩中下血', '腹胁', '成块', '气块', '血下', '血下不止', '腹内结']"
择食,"['干呕', '妊娠', '寒热', '头痛', '烦愦', '痰饮', '妊娠呕恶冲逆', '四肢拘挛', '月经不通', '头目眩晕', '恍惚', '举体沉重', '怯弱', '脘宿有痰饮']"
转脬,"['小便数日不通', '妊娠', '饮食不下', '干呕', '寒热', '咳嗽', '痢不止', '带下', '头目眩晕', '涩', '心神多躁', '大小便不通', '寒邪', '恶心', '胎漏']"
力乏,"['动胎', '月经过多', '腹刺痛', '四肢烦倦', '饮食不下', '月经不调', '肌体羸瘦', '产后百损', '言语不得', '产后气短', '肌黄形瘦']"
声音,"['产后', '遍身壮热', '咳嗽', '中风', '血崩', '心神多躁', '崩中漏下', '血亏', '四肢急掣', '冲任不固', '面无色', '舌质淡', '出血', '血瘀', '脉沉细']"
弦急,"['经行无定期', '面目青黑', '骨弱', '崩中漏下', '多睡', '腰背痠疼', '两胁膈胀', '食不生肌', '不能久立', '赤白青黑', '苦绞痛', '气息乏少', '饮食不下', '月经不调', '寒热']"
气痢,"['结生瘕聚', '干呕', '霍乱', '赤白痢', '妊娠', '饮食不下', '月经不通', '赤白带下', '咳嗽', '中风', '月经过多', '痢不止', '疼痛', '血风劳', '血崩']"
淋痛,"['饮食不下', '肢体怠情', '五劳', '有汗', '惊悸', '产后', '干呕', '月经不通', '月经不调', '遍身壮热', '寒热', '赤白带下', '咳嗽', '中风', '口干']"
结成癥块,"['疼痛', '渐渐羸瘦', '产后滞血', '产后', '饮食不下', '月经不通', '腹中疼痛', '心腹疼痛', '恶露不下', '无力', '宿食不消']"
肿块,"['咳嗽', '疼痛', '产后', '饮食不下', '肚腹痛', '月经不通', '痢不止', '肌体羸瘦', '身疼', '疟', '恶心', '四肢急掣', '胸中胀满', '五劳', '冲任不固']"
脏腑虚冷,"['饮食不下', '干呕', '月经不调', '痢不止', '肌体羸瘦', '血风劳', '产后百损', '恶露未尽', '多倦', '面色黄青', '四肢烦疼', '腹刺痛', '外感', '无力', '多睡']"
脓血淋漓,"['疼痛', '产门', '结毒', '肿硬', '流血不止', '遍身壮热', '血风劳', '疮疥', '血热', '肿痛', '痔漏', '痒痛', '瘾疹']"
虚满,"['产后', '饮食不下', '烦愦', '痢不止', '气短促', '水肿', '脏腑虚损', '小腹急疼', '虚肿', '腹内虚鸣']"
血气虚损,"['产后', '饮食不下', '肚腹痛', '月经不调', '遍身壮热', '口干', '月经过多', '伤寒', '带下', '眩晕', '血崩', '渐渐羸瘦', '血亏', '多倦', '寒邪']"
血虚劳倦,"['盗汗', '口干', '肌体羸瘦', '头目眩晕', '四肢烦疼', '多睡', '潮热', '骨蒸潮热', '阴虚', '心热', '气血虚弱', '面色发红', '不和', '痰喘', '心忪']"
败血不尽,"['产后', '血晕', '胎衣不下', '血迷', '寒热', '腹中', '妇人血气', '昏迷不省', '产后滞血', '作痛', '胸膈', '血结', '言语不得', '四肢肿', '破伤风']"
风肿,"['产后', '口干', '头目眩晕', '难产', '死胎', '疮疥', '骨蒸潮热', '水肿', '痈疽发背', '瘰疬', '骨疼', '瘦弱', '痒痛', '咽喉闭塞', '血气冲心']"
产后痰壅头痛,"['恶露不下', '腹刺痛', '不安', '手足疼痛', '心胸不利']"
产后感风伤寒,"['咳嗽', '寒邪', '产后', '遍身壮热', '头痛', '中风', '身疼', '喘促', '痰饮', '腰痛', '阴寒', '风邪', '气血虚弱', '四肢拘挛', '牙关紧闭']"
急性湿疹,"['热毒', '丹疹', '疖', '过敏性皮炎', '皮炎']"
气淋,"['小便涩', '劳淋', '产后', '腹内痛', '淋', '脉沉', '淋证', '冷淋']"
妊娠胎不长,"['伤胎', '妊娠', '气血', '死胎', '热病', '失于将理']"
遍身生隐疹,"['搔痒', '产后', '月经不调', '赤白带下', '崩中漏下', '面色黄青', '血块', '面目青黑', '脚手痹顽', '出血', '血海虚冷', '腰腿无力', '卧起不安', '发歇', '手足疼痛']"
体肥禀厚,"['眩晕', '难产', '舌质淡', '带下不止', '多痰', '妊娠', '干呕', '月经不通', '结生瘕聚', '心神惊悸', '耳内虚鸣', '恍惚', '不睡', '月经后期', '舌苔花白']"
皮肤无光泽,"['产后', '饮食不下', '寒热', '赤白带下', '眩晕', '崩中漏下', '心腹胀', '痈', '大便结燥', '虚羸', '经行无定期', '少腹苦痛', '产后四肢浮肿', '下元不固', '疔疮']"
肌肤甲错,"['饮食不下', '潮热', '干血', '咳嗽', '肢体怠情', '盗汗', '面目青黑', '血海干涸', '内火暗动', '夜热', '肝血既燥', '燥干阴水', '月经不通', '肌体羸瘦', '五劳']"
肌肉枯瘁,"['四肢烦倦', '产后', '饮食不下', '肚腹痛', '月经不调', '遍身壮热', '寒热', '眩晕', '血风劳', '心神多躁', '多倦', '痰饮', '虚劳', '无力', '虚羸']"
小便痛而数,"['产后', '淋', '淋证', '血溺', '成淋', '面色黄青', '食不生肌', '结热']"
腰背反张,"['中风', '产后', '四肢急掣', '口急', '妊娠', '言语謇涩', '血亏', '心神惊悸', '心闷', '身体拘急', '子痫', '眼张口噤']"
背倦,"['面无色', '饮食不下', '赤白带下', '口干', '不育', '盗汗', '阴中冷', '小便利数', '夜寐不安', '不和', '诸虚百损', '行步艰难', '上盛', '足膝缓弱', '月经不通']"
胸膈膨胀,"['痢不止', '饮食不下', '月经不调', '头痛', '伤寒', '大小便不通', '疟', '恶心', '气血', '妇人血气', '霍乱', '多睡', '感冒', '赤白痢', '夜寐不安']"
心膈烦闷,"['产后', '干呕', '肚腹痛', '月经不调', '咳嗽', '中风', '口干', '痢不止', '眩晕', '头目眩晕', '血风劳', '喘促', '盗汗', '虚劳', '外感']"
胸胁刺痛,"['饮食不下', '产后', '口干', '带下', '气滞', '口苦', '心热', '肌黄形瘦', '月经不通', '咳嗽', '血崩', '崩中漏下', '结生瘕聚', '喘促', '心腹疼痛']"
胸痛,"['咳嗽', '口干', '妊娠', '疼痛', '带下', '头目眩晕', '寒邪', '腰痛', '吐血不止', '多睡', '风湿脚气', '膨胀腹满', '经前腹痛', '浮肿', '上气']"
肺胀,"['咳嗽', '赤白带下', '风湿脚气', '肠风', '干呕', '月经不调', '月经过多', '痰饮', '翻胃', '鼻衄', '五淋', '偏坠', '奔豚', '血崩', '崩中漏下']"
膈咽不通,"['干呕', '饮食不下', '腹中疼痛', '结生瘕聚', '妇人血气', '食积', '痰壅', '食滞', '结块', '胃冷', '头痛', '咳嗽', '疼痛', '带下', '不止']"
冲心疼痛,"['疟', '妇人血气', '产后滞血', '血块', '疝气', '面目青黑', '攻刺', '成块', '血刺', '手足清冷', '产后败血攻刺']"
脐下急满,"['寒热', '妊娠', '遍身壮热', '血亏', '大小便不通', '乳房发胀', '太阳穴痛', '饮食不下', '头痛', '伤寒', '心神多躁', '烦愦', '腰痛', '胸膈', '虚热']"
胃气痛,"['头痛', '痢不止', '疟', '产后', '月经不调', '眩晕', '霍乱', '经前腹痛', '疳', '小儿惊痫', '山岚瘴气', '齿痛', '饮食不下', '干呕', '肚腹痛']"
心风,"['产后', '头痛', '眩晕', '热毒', '腰痛', '不安', '面无色', '眼赤', '癫痫', '手足不遂', '黄疸', '咳逆', '多忘', '饮食不下', '干呕']"
肝经不足,"['涩', '热毒', '上攻', '血风劳', '羞明', '视物不明', '产后', '眩晕', '头目眩晕', '冲任不固', '耳内虚鸣', '气短', '攀睛胬肉']"
肠胃燥结,"['产后', '大便结燥', '津枯', '干呕', '中风', '口干', '疼痛', '伤寒', '头目眩晕', '血崩', '涩', '身疼', '喘促', '大小便不通', '热毒']"
绕脐绞痛,"['干呕', '饮食不下', '难产', '结生瘕聚', '生疮', '毒气冲心', '上气', '噎塞', '顽痹', '产后', '妊娠', '肚腹痛', '月经不调', '赤白带下', '咳嗽']"
脐下结物,"['月经不通', '结生瘕聚', '脐腹冷痛', '急痛', '寒疝', '不痛', '厥逆', '五淋七疝', '冷食', '少腹胀满', '月事不', '下痢羸瘦']"
下腹作胀,"['产后', '月经不通', '疼痛', '腹中疼痛', '干呕', '月经不调', '赤白带下', '眩晕', '难产', '渐渐羸瘦', '崩中漏下', '结生瘕聚', '大小便不通', '恶露未尽', '血晕']"
腰痛发热,"['饮食不下', '动胎', '不睡', '产后', '肚腹痛', '月经不调', '遍身壮热', '赤白带下', '月经过多', '血崩', '心神多躁', '恶露未尽', '寒邪', '血晕', '妊娠呕恶冲逆']"
腹泻,"['大小便不通', '妊娠', '干呕', '肚腹痛', '遍身壮热', '赤白带下', '咳嗽', '痢不止', '带下', '疟', '妇人血气', '霍乱', '外感', '小便利数', '寒湿']"
肾痈,"['痈', '乳痈', '疝气', '疖', '咳嗽', '疼痛', '难产', '喘促', '血晕', '腰痛', '气血', '死胎', '气滞', '胀满', '生疮']"
肾劳,"['元气虚惫', '眼昏', '产后', '月经不调', '遍身壮热', '咳嗽', '伤寒', '不育', '涩', '心腹胀', '吐血不止', '五劳', '虚劳', '脐腹冷痛', '小便浊败']"
脚膝疼重,"['饮食不下', '月经不调', '带下', '崩中漏下', '眩晕', '身疼', '面目青黑', '肌黄形瘦', '少力', '心忪', '久虚', '脐腹急痛', '胞络伤损', '手足寒热', '寒热']"
腰痛下血,"['妊娠', '动胎', '流产', '气血虚弱', '血脏宿冷', '侵损荣卫', '情欲相扰', '病患相感', '精血攻冲']"
脚膝虚肿,"['妊娠', '饮食不下', '干呕', '月经不调', '疼痛', '血风劳', '身疼', '肢体怠情', '虚劳', '背项强直', '面无色', '冷气', '浮肿', '四肢烦倦', '腰腿痠疼']"
鹤膝风,"['痈', '感冒', '流注', '遍身壮热', '寒热', '头痛', '赤白带下', '咳嗽', '中风', '口干', '痢不止', '伤寒', '结生瘕聚', '心腹胀', '疟']"
冲任不足,"['饮食不下', '血崩', '经行无定期', '带下不止', '腰腿痠疼', '经水不匀', '血气虚', '干呕', '伤寒', '带下', '眩晕', '肌体羸瘦', '腹中疼痛', '崩中漏下', '血亏']"
脉沉数而滑,"['大便结燥', '妊娠', '遍身壮热', '头痛', '咳嗽', '口干', '伤寒', '喘促', '大小便不通', '阴寒', '气血', '心腹多痛', '烦躁', '胀满', '小便短赤']"
脉数涩,"['产后', '饮食不下', '月经不通', '月经不调', '疼痛', '难产', '不止', '产后滞血', '作痛', '风湿脚气', '脐腹', '肌黄形瘦', '湿热', '红肿', '小腹重坠']"
尺脉,"['带下', '咳嗽', '口干', '月经过多', '头目眩晕', '涩', '崩中漏下', '喘促', '多倦', '肢体怠情', '气血', '吐血不止', '小便利数', '无力', '多睡']"
手足偏枯,"['中风', '产后', '疼痛', '无力', '饮食不下', '月经不通', '头痛', '肌体羸瘦', '头目眩晕', '涩', '言语謇涩', '壮热', '心腹多痛', '冷气', '感冒']"
脚重虚肿,"['风湿脚气', '饮食不下', '月经不通', '四肢烦疼', '胸中胀满', '死胎', '遍身洪肿', '小便涩', '气急', '胸腹妨闷', '不得安卧', '急胀', '腹内壅塞', '疾恶']"
中气不足,"['饮食不下', '咳嗽', '带下', '肢体怠情', '产后', '月经不调', '遍身壮热', '头痛', '不育', '眩晕', '肌体羸瘦', '难产', '不止', '血崩', '心神多躁']"
足痿,"['咳嗽', '月经不调', '遍身壮热', '口干', '盗汗', '潮热', '热痛', '妊娠', '饮食不下', '寒热', '带下', '不育', '头目眩晕', '心神多躁', '元气虚惫']"
须发早白,"['不育', '渐渐羸瘦', '精神不守', '下元虚冷', '伤损经络', '行步艰难', '咳嗽', '五劳', '夜寐不安', '眼目昏花', '咯痰带血', '诸虚百损', '不能行步']"
痄腮,"['肚腹痛', '伤寒', '大小便不通', '痰饮', '口烂', '丹疹', '咽喉闭塞', '产后', '饮食不下', '月经不通', '头痛', '赤白带下', '咳嗽', '中风', '口干']"
目巟,"['眩晕', '产后', '妊娠', '干呕', '遍身壮热', '寒热', '动胎', '口干', '不止', '涩', '肢节无力', '盗汗', '阴寒', '口急', '大便结燥']"
唇如涂朱,"['咳嗽', '口干', '脉弦数', '妊娠', '肚腹痛', '月经不调', '赤白带下', '疼痛', '眩晕', '烦愦', '吐血不止', '大便结燥', '潮热', '耳内虚鸣', '产后恶露不尽']"
口吐清水,"['产后', '月经不调', '中风', '肌体羸瘦', '头目眩晕', '言语謇涩', '干呕', '月经不通', '头痛', '咳嗽', '口干', '月经过多', '疼痛', '伤寒', '眩晕']"
噤口痢,"['产后', '伤寒', '肚腹痛', '月经不通', '头痛', '咳嗽', '中风', '眩晕', '元气虚惫', '大小便不通', '心腹胀', '痰饮', '疟', '寒邪', '恶心']"
白带腥臭,"['不乐', '大寒', '带下黄色', '多悲', '任脉湿热', '不止', '虚寒带下', '浊淫']"
带下黄色,"['白带腥臭', '任脉湿热', '妊娠', '口干', '大便结燥', '小便利数', '烦躁', '口苦', '面色发红', '小便短赤', '子淋', '舌质红', '血滞', '赤白带', '解时疼痛']"
寒湿带下,"['月经不调', '赤白带下', '结生瘕聚', '心腹胀', '阴中冷', '腹中', '作痛', '无力', '赤白痢', '经前腹痛', '气血虚弱', '月经后期', '胸满', '积冷', '肿胀']"
过期不止,"['干呕', '月经不通', '头痛', '赤白带下', '中风', '月经过多', '血风劳', '血崩', '心神多躁', '吐血不止', '胎漏', '产后气虚', '冷气', '漏血不止', '赤白痢']"
经行出痘,"['神昏', '热入血室', '言语謇涩', '惊悸', '丹疹', '痘疮', '发搐']"
阴门瘙痒,"['湿热下注', '内外生疮', '产后', '赤白带下']"
产道干涩,"['难产', '气短促', '死胎', '妊娠', '死胎不出', '萎顿']"
下恶血不止,"['饮食不下', '干呕', '赤白带下', '痢不止', '腹中疼痛', '结生瘕聚', '胸中胀满', '霍乱', '背项强直', '攻刺', '少腹苦痛', '腹胁刺痛', '小腿转筋', '发寒热', '脾胃冷弱']"
胎毒疮,"['疮疥', '寒湿', '疖', '风疹', '头面生癞', '奶癣', '脓疥']"
胎气受损,"['赤白带下', '产后', '妊娠', '饮食不下', '月经不调', '寒热', '咳嗽', '月经过多', '伤寒', '肌体羸瘦', '不止', '血崩', '结生瘕聚', '喘促', '面色黄青']"
胎不安稳,"['妊娠', '气壅', '饮食不下', '干呕', '肚腹痛', '头痛', '不止', '喘促', '心腹疼痛', '肢节无力', '疟', '肢体怠情', '恶心', '壮热', '心腹多痛']"
不闻香臭,"['耳聋', '咳嗽', '带下', '筋急', '饮食不下', '头痛', '不止', '喘促', '霍乱', '五劳', '小便利数', '烦热', '气逆', '耳内虚鸣', '面目青黑']"
多悲,"['不乐', '大寒', '白带腥臭', '疼痛', '带下', '不育', '眩晕', '不止', '盗汗', '妇人血气', '心神惊悸', '恍惚', '夜寐不安', '手足挛急', '失常']"
额黑,"['阴寒', '遍身壮热', '大小便不通', '心腹胀', '手足壮热', '身体俱黄', '足下热', '膨胀腹满', '小便短赤', '黄疸', '小腹急疼', '大便时溏', '大便色黑']"
胃吐食,"['大小便不通', '干呕', '赤白带下', '口干', '痢不止', '伤寒', '结生瘕聚', '痰饮', '面色黄青', '口苦', '肠风', '脾胃不和', '产后', '饮食不下', '肚腹痛']"
好吃酸咸果实,"['干呕', '头目眩晕', '饮食不下', '妊娠呕恶冲逆', '多睡', '心中愦闷', '寒邪', '举体沉重', '四肢沉重', '妊娠', '寒热', '咳嗽', '痢不止', '带下', '心神多躁']"
睡多惊恐,"['肚腹痛', '遍身壮热', '寒热', '惊胎', '产后', '饮食不下', '咳嗽', '痢不止', '疼痛', '伤寒', '眩晕', '喘促', '产后百损', '大小便不通', '心腹胀']"
解时疼痛,"['妊娠', '口干', '大小便不通', '小便利数', '烦躁', '口苦', '小便涩', '小便短赤', '子淋', '热淋', '艰涩不利', '头目眩晕', '大便结燥', '耳内虚鸣', '面色发红']"
精神抑郁,"['心神多躁', '舌苔花白', '两胁胀痛', '嗳气', '不畅', '产后', '饮食不下', '干呕', '肚腹痛', '动胎', '月经过多', '眩晕', '头目眩晕', '血崩', '涩']"
胯痛,"['妊娠', '产后', '腰痛', '恶露不下', '外感', '腰腿痠疼', '劳伤筋脉', '臀酸痛']"
尿涩诸淋,"['产后', '痢不止', '饮食不下', '干呕', '肚腹痛', '月经不通', '月经不调', '寒热', '头痛', '赤白带下', '中风', '口干', '伤寒', '血风劳', '血崩']"
癃闭,"['产后', '遍身壮热', '伤寒', '阴虚', '疳', '口烂', '心神烦热', '咽喉肿痛', '急痛', '妊娠', '饮食不下', '月经不调', '寒热', '咳嗽', '口干']"
慢惊,"['干呕', '霍乱', '吐泻', '手足厥寒', '肚腹痛', '寒热', '头痛', '咳嗽', '中风', '痢不止', '疼痛', '血风劳', '恶心', '四肢急掣', '口急']"
其人如狂,"['月经不通', '言语謇涩', '小便利数', '瘀血', '遍身壮热', '寒热', '口干', '伤寒', '大小便不通', '恍惚', '神昏', '经前腹痛', '烦渴', '腹内', '少腹苦痛']"
气乱,"['饮食不下', '中风', '不育', '头目眩晕', '言语謇涩', '痰饮', '寒邪', '阴中冷', '霍乱', '昏迷不省', '小便利数', '面无色', '血气冲心痛', '风湿脚气', '吐泻']"
热肿,"['产后', '妊娠', '寒热', '痈', '不乳出', '小便涩', '淋沥', '胀痛', '壅滞', '子肿', '热邪', '结滞不消']"
色紫黑,"['心神惊悸', '饮食不下', '赤白带下', '月经过多', '带下', '血崩', '崩中漏下', '喘促', '血亏', '面色黄青', '吐血不止', '阴虚', '经行无定期', '不睡', '血热']"
